2018-09-20,519,-
2018-09-21,508,-
2018-09-22,-,-
2018-09-23,12,-
2018-09-24,0,-
2018-09-25,-,-
2018-09-26,-,-
2018-09-27,-,-
2018-09-28,-,-
2018-09-29,-,-
2018-09-30,-,-
2018-10-01,-,-
2018-10-02,463,-
2018-10-03,-,-
2018-10-04,-,-
2018-10-05,-,-
2018-10-06,-,-
2018-10-07,-,-
2018-10-08,-,-
2018-10-09,-,-
2018-10-10,-,-
2018-10-11,-,304
2018-10-12,-,306
2018-10-13,-,5
2018-10-14,-,5
2018-10-15,-,163
2018-10-16,-,302
2018-10-17,-,181
2018-10-18,-,295
2018-10-19,-,296
2018-10-20,-,5
2018-10-21,-,5
2018-10-22,-,266
2018-10-23,-,267
2018-10-24,-,155
2018-10-25,-,281
2018-10-26,-,279
2018-10-27,-,5
2018-10-28,-,5
2018-10-29,-,258
2018-10-30,-,259
2018-10-31,-,138
2018-11-01,-,271
2018-11-02,-,274
2018-11-03,-,4
2018-11-04,-,5
2018-11-05,-,246
2018-11-06,-,244
2018-11-07,-,247
2018-11-08,-,252
2018-11-09,-,258
2018-11-10,-,4
2018-11-11,-,4
2018-11-12,-,223
2018-11-13,-,244
2018-11-14,-,227
2018-11-15,-,220
2018-11-16,-,134
2018-11-17,-,4
2018-11-18,-,4
2018-11-19,-,201
2018-11-20,-,220
2018-11-21,-,199
2018-11-22,-,200
2018-11-23,-,107
2018-11-24,-,3
2018-11-25,-,3
2018-11-26,-,185
2018-11-27,-,208
2018-11-28,-,189
2018-11-29,-,193
2018-11-30,-,106
2018-12-01,-,3
2018-12-02,-,3
2018-12-03,-,186
2018-12-04,-,195
2018-12-05,-,198
2018-12-06,-,186
2018-12-07,-,173
2018-12-08,-,3
2018-12-09,-,3
2018-12-10,-,181
2018-12-11,-,190
2018-12-12,-,184
2018-12-13,-,180
2018-12-14,-,177
2018-12-15,-,3
2018-12-16,-,3
2018-12-17,-,181
2018-12-18,-,179
2018-12-19,-,177
2018-12-20,-,164
2018-12-21,-,163
2018-12-22,-,3
2018-12-23,-,3
2018-12-24,-,180
2018-12-25,-,178
2018-12-26,-,164
2018-12-27,-,168
2018-12-28,-,168
2018-12-29,-,27
2018-12-30,-,3
2018-12-31,-,163
2019-01-01,-,160
2019-01-02,-,148
2019-01-03,-,145
2019-01-04,-,143
2019-01-05,-,23
2019-01-06,-,2
2019-01-07,-,77
2019-01-08,-,81
2019-01-09,-,130
2019-01-10,-,130
2019-01-11,-,126
2019-01-12,-,22
2019-01-13,-,2
2019-01-14,-,48
2019-01-15,-,69
2019-01-16,-,109
2019-01-17,-,110
-,-,112
